promoter_name	chr	start	end
NM_001378491.1	3	9920497	9921496
NM_001199623.2	3	9920497	9921496
NM_001321142.2	3	9921938	9922937
NM_001321143.2	3	9921938	9922937
NM_001199551.2	3	9921938	9922937
NM_001199552.2	3	9921938	9922937
NM_001321144.2	3	9921938	9922937
NM_032492.4	3	9931294	9932293
NM_001363890.1	3	9931294	9932293
NM_153483.2	3	9943296	9944295
NM_153481.2	3	9943532	9944531
NM_153480.2	3	9943532	9944531
NM_001193380.2	3	9943532	9944531
NR_104198.2	3	9943532	9944531
NM_001374316.1	3	9974518	9975517
NM_001410713.1	3	9974518	9975517
NM_001374319.1	3	9974518	9975517
NM_001077415.3	3	9974518	9975517
NM_001031717.4	3	9974518	9975517
NM_001374317.1	3	9974518	9975517
NR_164475.1	3	9974518	9975517
NR_164476.1	3	9974518	9975517
NM_001374320.1	3	9974735	9975734
NM_015513.6	3	9974735	9975734
NM_001374318.1	3	9974735	9975734
NR_164477.1	3	9974735	9975734
NM_207351.5	3	9994093	9995092
NR_134900.2	3	9994093	9995092
NR_046734.1	3	9988088	9989087
NM_001318871.2	3	9994093	9995092
NM_001394674.1	3	10028526	10029525
NM_018447.4	3	10052803	10053802
NR_103821.1	3	10027577	10028576
NR_148535.2	3	10052803	10053802
NR_002786.1	3	10067821	10068820
NM_001374255.1	3	10067121	10068120
NM_173472.2	3	10149940	10150939
NM_001164839.2	3	10149940	10150939
NM_018462.5	3	10156359	10157358
NM_198156.3	3	10182462	10183461
NM_000551.4	3	10182462	10183461
NM_001354723.2	3	10182462	10183461
NR_176335.1	3	10182462	10183461
NM_014760.4	3	10289143	10290142
NR_162141.1	3	10321035	10322034
NR_004431.3	3	10321636	10322635
NR_073568.1	3	10321636	10322635
NR_024144.2	3	10321636	10322635
NR_073567.1	3	10321636	10322635
NR_073566.1	3	10321636	10322635
NR_024145.2	3	10321636	10322635
NR_026829.1	3	10325103	10326102
NM_016362.5	3	10334632	10335631
NM_001134941.3	3	10334632	10335631
NM_001302821.2	3	10334632	10335631
NM_001302822.2	3	10334632	10335631
NM_001302823.2	3	10334632	10335631
NM_001302824.2	3	10334632	10335631
NM_001302825.2	3	10334632	10335631
NM_001134944.2	3	10334632	10335631
NM_001134945.2	3	10334632	10335631
NM_001134946.2	3	10334632	10335631
NR_126505.2	3	10334632	10335631
NR_036084.1	3	10370913	10371912
NR_030614.1	3	10436247	10437246
NR_046765.1	3	10612060	10613059
NR_046766.1	3	10668493	10669492
NR_027102.2	3	10805895	10806894
NR_152730.1	3	10805895	10806894
NM_001317406.3	3	10856913	10857912
NM_001348253.2	3	11033434	11034433
NM_001348251.2	3	11033434	11034433
NM_001348250.2	3	11033434	11034433
NM_001348252.2	3	11033434	11034433
NM_003042.4	3	11033434	11034433
NR_046647.1	3	11060911	11061910
NR_188517.1	3	11102951	11103950
NM_000861.3	3	11293385	11294384
NM_001284391.1	3	11646056	11647055
NM_001128221.3	3	11610273	11611272
NM_001128220.3	3	11623831	11624830
NM_001321295.2	3	11888360	11889359
NM_001321294.2	3	11888360	11889359
NM_001284401.2	3	11888360	11889359
NM_138807.4	3	11888360	11889359
NR_135609.2	3	11888360	11889359
NR_135610.2	3	11888360	11889359
NR_158712.1	3	11888360	11889359
NR_158714.1	3	11888360	11889359
NR_104314.2	3	11888360	11889359
NR_158710.1	3	11888360	11889359
NR_158711.1	3	11888360	11889359
NR_135611.2	3	11888360	11889359
NM_001394474.1	3	11888360	11889359
NM_001366031.2	3	11888360	11889359
NR_158715.2	3	11888360	11889359
NR_158713.2	3	11888360	11889359
NM_003256.4	3	12200413	12201412
NM_001145394.2	3	12524979	12525978
NM_001145393.3	3	12524979	12525978
NM_001321277.2	3	12524979	12525978
NM_001145392.2	3	12524979	12525978
NM_001321279.2	3	12524979	12525978
NM_025265.4	3	12524979	12525978
NM_001321278.2	3	12524979	12525978
NR_135607.2	3	12524979	12525978
NR_165360.1	3	12602499	12603498
NM_001271707.2	3	12597586	12598585
NM_014160.5	3	12597586	12598585
NM_001354690.3	3	12705008	12706007
NM_001354691.3	3	12705617	12706616
NM_001354689.3	3	12705617	12706616
NM_002880.4	3	12705617	12706616
NM_001354693.3	3	12705617	12706616
NM_001354694.3	3	12705617	12706616
NM_001354692.3	3	12705617	12706616
NM_001354695.3	3	12705617	12706616
NR_148940.3	3	12705617	12706616
NR_148941.3	3	12705617	12706616
NR_148942.3	3	12705617	12706616
NM_018306.4	3	12800759	12801758
NM_001284407.2	3	12800759	12801758
NM_001284408.2	3	12800759	12801758
NM_001284406.2	3	12810957	12811956
NM_000994.4	3	12883065	12884064
NM_001007074.1	3	12881950	12882949
NM_001007073.1	3	12883082	12884081
NR_002582.1	3	12881950	12882949
NR_136189.1	3	12926711	12927710
NR_046690.1	3	13521554	13522553
NM_001330636.2	3	13520806	13521805
NM_024827.4	3	13520806	13521805
NM_001136041.3	3	13520806	13521805
NR_132775.1	3	13658881	13659880
NR_036481.2	3	13973553	13974552
NR_173398.1	3	14088654	14089653
NM_001407280.1	3	14165552	14166551
NM_001407278.1	3	14165552	14166551
NM_001407279.1	3	14165552	14166551
NM_001407277.1	3	14165552	14166551
NM_001407275.1	3	14165552	14166551
NM_001407276.1	3	14165552	14166551
NM_024334.3	3	14165552	14166551
NM_001407274.1	3	14165552	14166551
NM_004628.5	3	14220102	14221101
NM_001354727.2	3	14220102	14221101
NM_001354730.2	3	14220102	14221101
NM_001354726.2	3	14220102	14221101
NM_001354729.2	3	14220102	14221101
NR_148950.2	3	14220102	14221101
NR_148951.2	3	14220102	14221101
NM_014463.3	3	14219317	14220316
NR_110135.1	3	14394069	14395068
NM_001134367.3	3	14443076	14444075
NM_001134368.4	3	14443106	14444105
NM_003043.6	3	14443106	14444105
NR_103507.3	3	14443106	14444105
NM_001410719.1	3	14692269	14693268
NM_016474.5	3	14692269	14693268
NR_135523.2	3	14692269	14693268
NR_135245.1	3	14852922	14853921
NR_046252.1	3	14989013	14990012
NR_046253.1	3	14989013	14990012
NR_046254.1	3	14989013	14990012
NR_046255.1	3	14989401	14990400
NR_046251.1	3	14989949	14990948
NR_135246.2	3	15106823	15107822
NR_135247.2	3	15106823	15107822
NM_022497.5	3	15106823	15107822
NM_022340.4	3	15140656	15141655
NM_001302378.2	3	15140656	15141655
NR_126155.2	3	15140656	15141655
NR_027927.1	3	15247467	15248466
NM_001376093.1	3	15246753	15247752
NM_001376087.1	3	15246753	15247752
NM_001376090.1	3	15246753	15247752
NM_001376089.1	3	15246753	15247752
NM_014296.3	3	15246753	15247752
NM_001376091.1	3	15246753	15247752
NM_001376086.1	3	15246753	15247752
NR_164766.1	3	15246753	15247752
NR_164764.1	3	15246753	15247752
NR_164763.1	3	15246753	15247752
NR_164762.1	3	15246753	15247752
NR_164765.1	3	15246753	15247752
NR_164761.1	3	15246753	15247752
NR_164767.1	3	15246753	15247752
NR_046084.1	3	15294691	15295690
NM_033083.7	3	15468105	15469104
NM_080538.2	3	15540380	15541379
NM_005677.4	3	15563214	15564213
NM_080539.4	3	15563214	15564213
NR_036232.1	3	15537816	15538815
NM_012260.4	3	15643077	15644076
NM_001284415.2	3	15643077	15644076
NM_001284416.2	3	15643077	15644076
NM_001284413.2	3	15643077	15644076
NR_104315.2	3	15643077	15644076
NM_001407365.1	3	15641868	15642867
NM_001407394.1	3	15642252	15643251
NM_001281726.3	3	15642252	15643251
NM_001407384.1	3	15642252	15643251
NM_001407395.1	3	15642252	15643251
NM_001407390.1	3	15642252	15643251
NM_001407371.1	3	15642252	15643251
NM_001407370.1	3	15642252	15643251
NM_001407398.1	3	15642252	15643251
NM_001370658.1	3	15642252	15643251
NM_001323582.2	3	15642252	15643251
NM_001407378.1	3	15642252	15643251
NM_001407373.1	3	15642252	15643251
NM_001281724.3	3	15642252	15643251
NM_001407372.1	3	15642252	15643251
NM_001407374.1	3	15642252	15643251
NM_001407369.1	3	15642252	15643251
NM_001407366.1	3	15642252	15643251
NM_001407380.1	3	15642252	15643251
NR_176359.1	3	15642252	15643251
NR_176358.1	3	15642252	15643251
NM_001407386.1	3	15642510	15643509
NM_001407381.1	3	15642510	15643509
NM_001407397.1	3	15642510	15643509
NM_001407388.1	3	15642510	15643509
NM_001281725.3	3	15642510	15643509
NM_001407377.1	3	15642510	15643509
NM_001407368.1	3	15642510	15643509
NM_001407375.1	3	15642510	15643509
NM_001407376.1	3	15642510	15643509
NM_001407383.1	3	15663961	15664960
NM_001407392.1	3	15663961	15664960
NM_001407396.1	3	15663961	15664960
NM_001407399.1	3	15663961	15664960
NM_001281723.4	3	15663961	15664960
NM_001407367.1	3	15663961	15664960
NM_001407401.1	3	15663961	15664960
NM_001407382.1	3	15664292	15665291
NM_001407364.1	3	15664292	15665291
NR_036085.1	3	15738879	15739878
NM_001349284.2	3	15839487	15840486
NM_001349285.2	3	15839487	15840486
NR_030289.1	3	15914278	15915277
NM_001319052.2	3	16257277	16258276
NM_206831.3	3	16306451	16307450
NM_001047434.3	3	16306451	16307450
NM_138381.5	3	16305719	16306718
NM_001352980.2	3	16305719	16306718
NM_001330670.3	3	16305719	16306718
NM_001352977.2	3	16305719	16306718
NM_001352981.2	3	16305719	16306718
NM_001352978.2	3	16305719	16306718
NM_001352983.2	3	16305719	16306718
NM_001330671.3	3	16305719	16306718
NR_148219.2	3	16305719	16306718
NR_148218.2	3	16305719	16306718
NR_148217.2	3	16305719	16306718
NR_148220.2	3	16305719	16306718
NR_103843.1	3	16576825	16577824
NR_037465.1	3	16973688	16974687
NR_046640.1	3	17096077	17097076
NR_135536.1	3	17783436	17784435
NM_001195470.3	3	18466832	18467831
NM_002971.6	3	18466832	18467831
NM_001131010.4	3	18480229	18481228
NR_125803.1	3	18485729	18486728
NR_039954.1	3	19356424	19357423
NM_001292048.2	3	19987589	19988588
NM_004162.5	3	19987589	19988588
NR_027694.2	3	20053757	20054756
NM_001252657.2	3	20053757	20054756
NR_036086.1	3	20178057	20179056
NM_001199252.3	3	20227699	20228698
NM_001199254.3	3	20227699	20228698
NM_001199257.3	3	20227699	20228698
NM_001199256.3	3	20227699	20228698
NM_001012410.5	3	20227699	20228698
NM_001012412.5	3	20227699	20228698
NM_138484.5	3	20227699	20228698
NM_001199251.3	3	20227699	20228698
NM_001199253.3	3	20227699	20228698
NM_001199255.3	3	20227699	20228698
NM_001012409.4	3	20227699	20228698
NM_001012411.4	3	20227699	20228698
NM_001012413.4	3	20227699	20228698
NR_131179.2	3	20227699	20228698
NR_131180.2	3	20227699	20228698
NR_132785.1	3	20214778	20215777
NR_110814.1	3	20382960	20383959
NR_002311.1	3	21446218	21447217
NR_046731.1	3	21583281	21584280
NR_136177.1	3	23244070	23245069
NR_136176.1	3	23244485	23245484
NM_001370227.1	3	23243589	23244588
NM_001370228.1	3	23243818	23244817
NR_046652.1	3	23848397	23849396
NM_001377357.1	3	23958482	23959481
NM_001377356.1	3	23958482	23959481
NM_001377358.1	3	23958482	23959481
NM_001377372.1	3	23958482	23959481
NM_001377366.1	3	23958482	23959481
NM_001377371.1	3	23958482	23959481
NM_001377368.1	3	23958482	23959481
NM_020345.4	3	23958482	23959481
NM_001377369.1	3	23958482	23959481
NM_001377367.1	3	23958482	23959481
NM_001377353.1	3	23958482	23959481
NM_001377351.1	3	23958482	23959481
NM_001377360.1	3	23958482	23959481
NM_001377359.1	3	23958482	23959481
NM_001377370.1	3	23958482	23959481
NM_001377352.1	3	23958482	23959481
NM_001377354.1	3	23958482	23959481
NM_001377355.1	3	23958482	23959481
NM_001377364.1	3	23958547	23959546
NM_001377361.1	3	23958547	23959546
NM_001377362.1	3	23958547	23959546
NM_001377363.1	3	23958547	23959546
NM_001377365.1	3	23958547	23959546
NM_001253379.2	3	23957036	23958035
NM_001253384.2	3	23957036	23958035
NM_001253382.2	3	23957589	23958588
NM_001253380.2	3	23957589	23958588
NM_002948.5	3	23957623	23958622
NM_001253383.3	3	23957623	23958622
NM_005126.5	3	23985777	23986776
NR_110524.2	3	23985777	23986776
NM_001145425.2	3	23986612	23987611
NR_026834.1	3	24144739	24145738
NR_121667.1	3	24191815	24192814
NR_046244.1	3	24534578	24535577
NR_134933.1	3	25426419	25427418
NR_039644.1	3	25706431	25707430
NM_001145391.2	3	25830581	25831580
NM_017897.3	3	25830581	25831580
NR_026937.2	3	25830581	25831580
NR_034055.1	3	25915187	25916186
NR_183726.1	3	26664255	26665254
NM_001304384.3	3	27258015	27259014
NM_001031741.5	3	27258015	27259014
NM_003615.5	3	27498270	27499269
NM_001258380.2	3	27498270	27499269
NM_001278182.2	3	27763815	27764814
NM_005442.4	3	27763815	27764814
NM_001278183.2	3	27764205	27765204
NR_146630.1	3	27838079	27839078
NR_132438.1	3	27875628	27876627
NM_001271650.2	3	28390316	28391315
NM_022461.5	3	28390316	28391315
NM_001134432.2	3	28390316	28391315
NM_001134433.2	3	28390316	28391315
NR_109804.1	3	29322431	29323430
NR_174948.1	3	29684308	29685307
NR_046557.1	3	29684308	29685307
NR_046556.1	3	29975648	29976647
NR_147054.1	3	30559360	30560359
NR_130459.1	3	31203280	31204279
NR_049771.1	3	31744705	31745704
NM_001137674.3	3	32022242	32023241
NM_015141.4	3	32147112	32148111
NM_181472.3	3	32432345	32433344
NM_138410.4	3	32432345	32433344
NM_017801.3	3	32544345	32545344
NR_106753.1	3	32547882	32548881
NM_016141.4	3	32612351	32613350
NM_001329135.2	3	32612351	32613350
NR_046718.1	3	32778950	32779949
NM_005508.5	3	32992136	32993135
NM_001079811.3	3	33138315	33139314
NM_001317040.2	3	33138639	33139638
NM_000404.4	3	33138639	33139638
NM_001135602.3	3	33138639	33139638
NM_001039770.3	3	33138639	33139638
NM_001136238.2	3	33138639	33139638
NM_015551.2	3	33260303	33261302
NM_014517.5	3	33481898	33482897
NM_001128160.2	3	33481898	33482897
NM_001128161.2	3	33481898	33482897
NR_183730.1	3	33840012	33841011
NR_183731.1	3	33840012	33841011
NM_001256192.2	3	33839122	33840121
NM_013374.6	3	33839122	33840121
NM_001162429.3	3	33839122	33840121
NM_001267616.2	3	35680017	35681016
NR_046679.1	3	35693454	35694453
NM_001025068.1	3	35720116	35721115
NM_001025069.1	3	35720116	35721115
NM_001267618.2	3	35720116	35721115
NM_198399.2	3	35721432	35722431
NR_029824.1	3	35784968	35785967
NM_001394672.2	3	36806045	36807044
NM_033403.1	3	36781353	36782352
NR_147141.1	3	36863992	36864991
NM_014805.4	3	37034623	37035622
NM_001258273.2	3	37034009	37035008
NM_001354625.2	3	37034009	37035008
NM_001354620.2	3	37034009	37035008
NM_001354616.2	3	37034009	37035008
NM_001354626.2	3	37034009	37035008
NM_001354617.2	3	37034009	37035008
NM_001354629.2	3	37034009	37035008
NM_001354615.2	3	37034009	37035008
NM_001354624.2	3	37034009	37035008
NM_001354630.2	3	37034009	37035008
NM_001258271.2	3	37034009	37035008
NM_001354628.2	3	37034009	37035008
NM_000249.4	3	37034009	37035008
NM_001354623.2	3	37034009	37035008
NM_001167618.3	3	37034009	37035008
NM_001167617.3	3	37034009	37035008
NM_001167619.3	3	37034009	37035008
NM_001354621.2	3	37034009	37035008
NM_001354627.2	3	37034009	37035008
NM_001354622.2	3	37034009	37035008
NM_001354618.2	3	37034009	37035008
NM_001258274.3	3	37034009	37035008
NM_001354619.2	3	37034009	37035008
NM_006309.4	3	37216074	37217073
NM_001348307.1	3	37216382	37217381
NM_001282691.1	3	37216707	37217706
NM_001348300.1	3	37217852	37218851
NM_001348303.1	3	37217852	37218851
NM_001348302.1	3	37217852	37218851
NM_001348306.1	3	37217852	37218851
NM_001348310.1	3	37217852	37218851
NM_001348309.1	3	37217852	37218851
NM_001348311.1	3	37217852	37218851
NM_001348298.1	3	37217852	37218851
NM_001348297.1	3	37217852	37218851
NM_001348299.1	3	37217852	37218851
NM_001348301.1	3	37217852	37218851
NM_001348305.1	3	37217852	37218851
NM_001134369.2	3	37217852	37218851
NM_001348304.1	3	37217852	37218851
NM_001348308.1	3	37217852	37218851
NM_017724.2	3	37217852	37218851
NR_168330.1	3	37185674	37186673
NR_145514.2	3	37217819	37218818
NR_149029.1	3	37285687	37286686
NR_171173.1	3	37421568	37422567
NR_171174.1	3	37421568	37422567
NR_126515.1	3	37439968	37440967
NR_126513.1	3	37439968	37440967
NR_126514.1	3	37439968	37440967
NR_126512.1	3	37439968	37440967
NR_029499.1	3	38009895	38010894
NM_001385039.1	3	38028469	38029468
NM_015873.4	3	38031277	38032276
NM_001385038.1	3	38031277	38032276
NM_001370265.1	3	38034629	38035628
NM_001370264.1	3	38034629	38035628
NR_163267.1	3	38034629	38035628
NR_163266.1	3	38034629	38035628
NM_001130964.2	3	38066012	38067011
NM_006225.4	3	38071134	38072133
NR_024071.2	3	38066012	38067011
NM_001607.4	3	38178619	38179618
NM_001130410.2	3	38178619	38179618
NR_024024.2	3	38178619	38179618
NM_001172566.2	3	38179152	38180151
NM_001365877.1	3	38179152	38180151
NM_001172568.2	3	38179152	38180151
NM_001172569.3	3	38179152	38180151
NM_001365876.1	3	38179152	38180151
NM_001374787.1	3	38179152	38180151
NM_002468.5	3	38179152	38180151
NM_001172567.2	3	38179152	38180151
NM_004256.4	3	38306303	38307302
NM_001320033.2	3	38322785	38323784
NM_004803.4	3	38346427	38347426
NM_001349180.2	3	38387276	38388275
NR_028389.1	3	38496312	38497311
NM_001106.4	3	38494381	38495380
NM_001145464.2	3	38536831	38537830
NM_005107.4	3	38536831	38537830
NR_153322.2	3	38536831	38537830
NR_134938.2	3	38536831	38537830
NR_153325.2	3	38536831	38537830
NR_153324.2	3	38536831	38537830
NR_153323.2	3	38536831	38537830
NR_153327.2	3	38536831	38537830
NR_153328.2	3	38536831	38537830
NR_153329.2	3	38536831	38537830
NR_153326.2	3	38536831	38537830
NR_153330.2	3	38536831	38537830
NM_001407186.1	3	38691179	38692178
NM_001407187.1	3	38691179	38692178
NM_001303402.2	3	39092507	39093506
NM_001346226.2	3	39092507	39093506
NM_001303403.2	3	39092507	39093506
NM_001346227.2	3	39092507	39093506
NM_020839.4	3	39092507	39093506
NM_001346225.2	3	39092507	39093506
NR_144399.2	3	39092507	39093506
NR_144400.2	3	39092507	39093506
NR_144401.2	3	39092507	39093506
NM_001346228.2	3	39092783	39093782
NM_031899.4	3	39149119	39150118
NM_001410726.1	3	39149119	39150118
NM_001410731.1	3	39149119	39150118
NM_001278789.2	3	39149119	39150118
NM_001278790.2	3	39149119	39150118
NR_103867.2	3	39149119	39150118
NR_103866.2	3	39149119	39150118
NM_001105513.3	3	39148171	39149170
NM_001366900.1	3	39148171	39149170
NM_145755.3	3	39148171	39149170
NM_001366899.1	3	39148171	39149170
NR_159495.1	3	39148171	39149170
NR_159496.1	3	39148171	39149170
NR_159494.1	3	39148171	39149170
NR_106880.1	3	39178697	39179696
NM_001320559.2	3	39188922	39189921
NM_194293.4	3	39234087	39235086
NM_001198621.4	3	39234087	39235086
NM_001351377.2	3	39234087	39235086
NM_001337.4	3	39321528	39322527
NM_005201.4	3	39370200	39371199
NM_001354798.2	3	39423861	39424860
NM_017875.4	3	39423861	39424860
NR_002325.1	3	39448882	39449881
NM_001278323.2	3	39508171	39509170
NM_001393704.1	3	39508171	39509170
NM_182935.4	3	39508171	39509170
NM_001278322.2	3	39508171	39509170
NR_103506.2	3	39508171	39509170
NR_003090.3	3	39508171	39509170
NR_103504.2	3	39508171	39509170
NR_103505.2	3	39508171	39509170
NM_005875.3	3	40350198	40351197
NM_001291961.2	3	40427675	40428674
NM_001248.4	3	40427675	40428674
NM_001291960.2	3	40427675	40428674
NR_040100.1	3	40494800	40495799
NM_001145083.3	3	40517613	40518612
NM_001145093.4	3	40517613	40518612
NM_173656.5	3	40517613	40518612
NM_001145094.3	3	40517613	40518612
NM_001145082.4	3	40517613	40518612
NM_001363277.2	3	40517613	40518612
NM_001256167.2	3	40546530	40547529
NM_175888.4	3	40546530	40547529
NM_001256168.2	3	40546530	40547529
NM_001098414.3	3	40565451	40566450
NM_001287245.2	3	40565451	40566450
NM_198484.5	3	40565451	40566450
NM_001098210.2	3	41239996	41240995
NM_001098209.2	3	41239996	41240995
NM_001904.4	3	41239996	41240995
NM_001330729.2	3	41239996	41240995
NM_001174138.3	3	42305440	42306439
NM_000729.6	3	42307678	42308677
NM_144634.4	3	42452103	42453102
NM_001304386.2	3	42452103	42453102
NM_001251882.2	3	42529791	42530790
NM_001251885.2	3	42543135	42544134
NM_001251883.2	3	42543135	42544134
NM_001251884.2	3	42543135	42544134
NM_004624.4	3	42543135	42544134
NR_046654.1	3	42574099	42575098
NM_016305.4	3	42622332	42623331
NM_001370300.1	3	42631352	42632351
NM_005385.4	3	42641178	42642177
NM_001349124.2	3	42641178	42642177
NM_001349126.2	3	42641178	42642177
NM_001349125.2	3	42641178	42642177
NR_125400.1	3	42695881	42696880
NM_145166.4	3	42694189	42695188
NM_001410746.1	3	42694997	42695996
NM_020707.4	3	42744291	42745290
NR_027753.2	3	42743014	42744013
NR_146957.1	3	42743033	42744032
NM_144719.4	3	42814746	42815745
NR_046732.1	3	42773067	42774066
NR_122070.1	3	42811104	42812103
NM_001099668.2	3	42845983	42846982
NM_001099669.2	3	42845983	42846982
NM_014056.4	3	42845983	42846982
NM_004391.3	3	42917372	42918371
NM_207404.4	3	42946634	42947633
NM_001134656.2	3	42946634	42947633
NR_122033.1	3	42978278	42979277
NM_001205272.2	3	42976878	42977877
NM_001129908.3	3	43019803	43020802
NR_046757.1	3	43393455	43394454
NM_001365650.1	3	43731362	43732361
NR_158560.1	3	43731362	43732361
NM_016006.6	3	43731430	43732429
NM_001355186.2	3	43731430	43732429
NM_001365649.1	3	43731590	43732589
NR_029700.1	3	44154704	44155703
NM_001029840.3	3	44378621	44379620
NM_001029839.3	3	44379258	44380257
NR_172923.1	3	44465526	44466525
NR_172926.1	3	44481391	44482390
NR_172925.1	3	44481391	44482390
NR_172927.1	3	44481391	44482390
NR_172922.1	3	44481391	44482390
NR_172924.1	3	44481391	44482390
NR_144436.1	3	44468414	44469413
NM_181489.6	3	44519163	44520162
NM_001369454.1	3	44519163	44520162
NM_001423470.1	3	44552110	44553109
NM_001423469.1	3	44552110	44553109
NM_001288590.2	3	44595685	44596684
NM_018651.4	3	44595685	44596684
NM_001288592.2	3	44595685	44596684
NM_001288591.2	3	44595685	44596684
NM_025169.3	3	44595685	44596684
NM_173658.4	3	44625456	44626455
NM_001351734.2	3	44625456	44626455
NM_001351732.2	3	44625456	44626455
NM_001351735.2	3	44625456	44626455
NM_001351733.2	3	44625456	44626455
NR_147691.2	3	44625456	44626455
NR_147692.2	3	44625456	44626455
NR_046658.1	3	44666290	44667289
NM_001323296.2	3	44665528	44666527
NM_001323294.2	3	44665528	44666527
NM_006991.5	3	44665528	44666527
NM_001323295.2	3	44665528	44666527
NM_001024855.3	3	44665528	44666527
NM_001323293.2	3	44665528	44666527
NR_136582.2	3	44665528	44666527
NM_001134442.3	3	44753152	44754151
NM_001134440.2	3	44753152	44754151
NM_001282880.2	3	44753152	44754151
NM_001134441.2	3	44753152	44754151
NM_033210.5	3	44753152	44754151
NM_145044.4	3	44770127	44771126
NM_001258280.2	3	44770127	44771126
NM_001320334.2	3	44803112	44804111
NM_020696.4	3	44803112	44804111
NR_030290.1	3	44902380	44903379
NM_144638.3	3	44902404	44903403
NM_003241.4	3	44915100	44916099
NM_015004.4	3	45016736	45017735
NR_023353.2	3	45016736	45017735
NM_003278.3	3	45066795	45067794
NM_001308394.2	3	45070635	45071634
NM_022842.5	3	45187871	45188870
NM_178181.3	3	45187871	45188870
NM_015444.3	3	45267780	45268779
NR_048543.1	3	45551038	45552037
NM_014240.3	3	45635243	45636242
NR_033947.1	3	45730375	45731374
NM_001385683.1	3	45838029	45839028
NM_020208.4	3	45838029	45839028
NM_001406066.1	3	45838029	45839028
NM_022405.4	3	45838029	45839028
NM_001406069.1	3	45838029	45839028
NM_001406067.1	3	45838029	45839028
NR_176011.1	3	45838029	45839028
NR_176012.1	3	45838029	45839028
NR_170121.1	3	45957217	45958216
NM_001386448.1	3	45926556	45927555
NM_006641.4	3	45927035	45928034
NM_031200.3	3	45927035	45928034
NM_001256369.2	3	45927035	45928034
NM_001386447.1	3	45934709	45935708
NM_001386437.1	3	45981407	45982406
NM_001386436.1	3	45981407	45982406
NM_006564.2	3	45983956	45984955
NM_001386435.1	3	45985541	45986540
NM_005283.3	3	46068976	46069975
NM_001024644.2	3	46068976	46069975
NM_001381860.1	3	46127337	46128336
NR_170111.1	3	46127337	46128336
NM_001295.3	3	46249805	46250804
NM_178328.1	3	46282872	46283871
NM_178329.3	3	46282951	46283950
NM_001164680.2	3	46282951	46283950
NM_001837.4	3	46282951	46283950
NR_125406.2	3	46448558	46449557
NR_185891.1	3	46448558	46449557
NM_001100168.2	3	46410633	46411632
NM_000579.4	3	46410633	46411632
NM_001394783.1	3	46411437	46412436
NR_185892.1	3	46448558	46449557
NR_185893.1	3	46448558	46449557
NM_003965.5	3	46447750	46448749
NM_001130910.2	3	46448106	46449105
NR_151704.1	3	46465159	46466158
NM_001199149.2	3	46505145	46506144
NM_002343.6	3	46506396	46507395
NM_001321121.2	3	46506396	46507395
NM_001321122.2	3	46526725	46527724
NM_031440.2	3	46538466	46539465
NM_024512.5	3	46607793	46608792
NR_073385.1	3	46597888	46598887
NM_001174136.2	3	46615025	46616024
NM_003212.4	3	46618278	46619277
NM_001190707.2	3	46735170	46736169
NM_147129.5	3	46735170	46736169
NR_033815.3	3	46735170	46736169
NR_135622.2	3	46735170	46736169
NM_001370525.1	3	46734268	46735267
NM_001370524.1	3	46734268	46735267
NM_147196.3	3	46741882	46742881
NM_013270.5	3	46759360	46760359
NR_147121.1	3	46777918	46778917
NR_160553.1	3	46786246	46787245
NR_160552.1	3	46798346	46799345
NR_160551.1	3	46854065	46855064
NR_160554.1	3	46875586	46876585
NR_148409.1	3	46875314	46876313
NM_001406941.1	3	46903175	46904174
NM_001406940.1	3	46903175	46904174
NM_001406937.1	3	46904935	46905934
NM_000258.3	3	46904935	46905934
NM_001406938.1	3	46923673	46924672
NM_001406939.1	3	46923673	46924672
NM_001277074.2	3	47018236	47019235
NM_144716.6	3	47023485	47024484
NR_102269.2	3	47017992	47018991
NM_015175.3	3	47020156	47021155
NM_001365116.2	3	47028480	47029479
NR_033373.1	3	47204860	47205859
NR_145712.1	3	47292100	47293099
NM_025010.5	3	47323434	47324433
NR_185912.1	3	47422983	47423982
NM_012235.4	3	47517432	47518431
NM_001320044.2	3	47517432	47518431
NM_001424227.1	3	47554836	47555835
NM_001424223.1	3	47554836	47555835
NM_001424212.1	3	47554836	47555835
NM_001363957.1	3	47554836	47555835
NM_001424217.1	3	47554836	47555835
NM_001424214.1	3	47554836	47555835
NM_001424213.1	3	47554836	47555835
NM_001424224.1	3	47554836	47555835
NM_001424211.1	3	47554903	47555902
NM_001424226.1	3	47554903	47555902
NM_001424220.1	3	47554903	47555902
NM_001424230.1	3	47554903	47555902
NM_001424218.1	3	47554903	47555902
NM_001424225.1	3	47555203	47556202
NM_001424222.1	3	47555203	47556202
NM_001424210.1	3	47555203	47556202
NM_001031703.3	3	47555203	47556202
NM_001424215.1	3	47555203	47556202
NM_001424231.1	3	47555203	47556202
NM_001424216.1	3	47555203	47556202
NM_001424228.1	3	47555203	47556202
NM_001424219.1	3	47555203	47556202
NM_001424229.1	3	47555203	47556202
NR_188162.1	3	47555203	47556202
NM_001206943.2	3	47620356	47621355
NM_006574.4	3	47620356	47621355
NM_001206944.2	3	47620356	47621355
NM_001206945.2	3	47621731	47622730
NM_001206942.2	3	47621731	47622730
NR_145791.1	3	47703185	47704184
NM_138615.3	3	47843628	47844627
NM_014966.4	3	47843628	47844627
NM_001330990.2	3	47843628	47844627
